2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
3, 1, 1
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
7, 0, 0
7, 0, 0
7, 0, 0
7, 0, 0
7, 0, 0
8, 1, 0
8, 1, 0
8, 1, 0
8, 1, 0
8, 1, 0
9, 2, 0
9, 2, 0
9, 2, 0
9, 2, 0
9, 2, 0
10, 3, 0
10, 3, 0
10, 3, 0
10, 3, 0
10, 3, 0
11, 6, 0
11, 6, 0
11, 6, 0
11, 6, 0
11, 6, 0
12, 10, 0
12, 10, 0
12, 10, 0
12, 10, 0
12, 10, 0
13, 16, 0
13, 16, 0
13, 16, 0
13, 16, 0
13, 16, 0
14, 24, 0
14, 24, 0
14, 24, 0
14, 24, 0
14, 24, 0
15, 36, 0
15, 35, 0
15, 35, 0
15, 35, 0
15, 35, 0
16, 51, 0
16, 51, 0
16, 51, 0
16, 51, 0
16, 51, 0
17, 72, 0
17, 72, 0
17, 72, 0
17, 74, 0
17, 72, 0
18, 102, 1
18, 101, 1
18, 101, 1
18, 101, 1
18, 101, 1
19, 141, 4
19, 140, 4
19, 140, 4
19, 140, 4
19, 140, 4
20, 194, 12
20, 192, 12
20, 192, 12
20, 196, 12
20, 192, 12
21, 268, 29
21, 266, 29
21, 265, 29
21, 265, 29
21, 265, 29
22, 365, 65
22, 366, 65
22, 365, 65
22, 361, 63
22, 363, 66
23, 518, 136
23, 518, 140
23, 517, 139
23, 522, 142
23, 533, 138
24, 770, 292
24, 774, 296
24, 765, 289
24, 768, 288
24, 768, 286
25, 1181, 579
25, 1204, 596
25, 1168, 572
25, 1170, 574
25, 1179, 579
26, 1975, 1202
26, 1933, 1191
26, 1937, 1196
26, 1931, 1191
26, 1927, 1185
27, 3384, 2468
27, 3411, 2494
27, 3377, 2460
27, 3380, 2463
27, 3363, 2445
28, 6224, 5098
28, 6352, 5229
28, 6304, 5181
28, 6313, 5190
28, 6330, 5206
29, 12126, 10750
29, 12154, 10783
29, 11994, 10623
29, 12171, 10798
29, 11982, 10611
30, 23892, 22226
30, 24428, 22755
30, 24552, 22881
30, 23703, 22035
30, 23719, 22050
