"","elapsed"
NA,NA
2,15.0000000000006
3,2.00000000000244
4,3.00000000000011
5,3.00000000000011
6,9.00000000000034
7,6.9999999999979
8,6.9999999999979
9,9.00000000000034
10,12.9999999999981
11,20.0000000000031
12,21.0000000000008
13,34.9999999999966
14,57.0000000000022
15,100.999999999999
16,173.999999999999
17,359.999999999999
18,694.000000000003
19,1296
20,2483
21,5335
22,11017
23,23782
24,46457
25,94045
