2, 0
3, 0
4, 0
5, 1
6, 1
7, 1
8, 1
9, 3
10, 4
11, 7
12, 11
13, 17
14, 25
15, 36
16, 48
17, 69
18, 93
19, 131
20, 171
21, 221
22, 298
23, 380
24, 508
25, 700
26, 973
27, 1404
28, 2160
29, 3590
30, 5979
31, 10892
32, 20749
33, 39256
34, 75229
35, 146731
