2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 1
9, 2
10, 4
11, 6
12, 10
13, 16
14, 23
15, 33
16, 49
17, 70
18, 99
19, 141
20, 207
21, 313
22, 496
23, 883
24, 1528
25, 2694
26, 5161
27, 10227
28, 20532
29, 41739
30, 85307
31, 176584
32, 374216
33, 755482
34, 1545443
35, 3175297
