2, 4
3, 0
4, 0
5, 0
6, 0
7, 1
8, 2
9, 2
10, 10
11, 11
12, 22
13, 18
14, 26
15, 31
16, 41
17, 50
18, 64
19, 87
20, 113
21, 157
22, 243
23, 331
24, 559
25, 948
26, 1860
27, 3362
28, 7002
29, 15103
30, 30971
31, 57703
32, 116804
33, 5828802
34, 512092
35, 1356437
25, 1039
