2, 1
3, 0
4, 0
5, 1
6, 0
7, 1
8, 3
9, 2
10, 10
11, 14
12, 33
13, 21
14, 23
15, 31
16, 35
17, 58
18, 61
19, 85
20, 115
20, 122
25, 1041
25, 2311
25, 2318
25, 1111
25, 1169
25, 1067
