2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
2, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
3, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
4, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
5, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
6, 0, 0
7, 1, 0
7, 1, 0
7, 1, 0
7, 1, 0
7, 1, 0
7, 1, 0
7, 1, 0
7, 1, 0
7, 1, 0
7, 1, 0
8, 2, 0
8, 2, 0
8, 2, 0
8, 2, 0
8, 2, 0
8, 2, 0
8, 2, 0
8, 2, 0
8, 2, 0
8, 2, 0
9, 4, 0
9, 4, 0
9, 4, 0
9, 4, 0
9, 4, 0
9, 4, 0
9, 4, 0
9, 4, 0
9, 4, 0
9, 4, 0
10, 6, 0
10, 6, 0
10, 6, 0
10, 6, 0
10, 6, 0
10, 6, 0
10, 6, 0
10, 6, 0
10, 5, 0
10, 5, 0
11, 9, 0
11, 9, 0
11, 9, 0
11, 9, 0
11, 8, 0
11, 8, 0
11, 8, 0
11, 8, 0
11, 8, 0
11, 8, 0
12, 15, 0
12, 15, 0
12, 15, 0
12, 15, 0
12, 15, 0
12, 15, 0
12, 15, 0
12, 15, 0
12, 15, 0
12, 15, 0
13, 24, 0
13, 24, 0
13, 24, 0
13, 24, 0
13, 24, 0
13, 24, 0
13, 24, 0
13, 24, 0
13, 24, 0
13, 24, 0
14, 37, 0
14, 36, 0
14, 37, 0
14, 37, 0
14, 36, 0
14, 37, 0
14, 35, 0
14, 26, 0
14, 26, 0
14, 26, 0
15, 40, 0
15, 39, 0
15, 41, 0
15, 41, 0
15, 39, 0
15, 39, 0
15, 39, 0
15, 39, 0
15, 39, 0
15, 39, 0
16, 72, 4
16, 115, 3
16, 86, 3
16, 81, 3
16, 81, 3
16, 81, 3
16, 81, 3
16, 81, 3
16, 81, 3
16, 81, 3
17, 108, 4
17, 83, 4
17, 83, 4
17, 83, 4
17, 83, 4
17, 83, 4
17, 83, 4
17, 83, 4
17, 83, 4
17, 83, 4
18, 120, 11
18, 119, 11
18, 119, 11
18, 119, 11
18, 120, 11
18, 119, 11
18, 119, 11
18, 120, 11
18, 119, 11
18, 119, 11
19, 174, 26
19, 172, 26
19, 173, 26
19, 173, 26
19, 173, 26
19, 177, 26
19, 173, 26
19, 173, 26
19, 173, 26
19, 172, 26
20, 255, 58
20, 253, 58
20, 255, 58
20, 254, 58
20, 254, 58
20, 254, 58
20, 255, 58
20, 255, 58
20, 254, 58
20, 254, 58
21, 385, 125
21, 383, 125
21, 385, 125
21, 384, 125
21, 388, 125
21, 385, 125
21, 382, 125
21, 383, 125
21, 385, 125
21, 383, 125
22, 607, 267
22, 603, 267
22, 606, 267
22, 605, 268
22, 605, 267
22, 613, 269
22, 604, 267
22, 604, 267
22, 605, 268
22, 605, 267
23, 1007, 568
23, 1002, 566
23, 1007, 566
23, 1028, 571
23, 1003, 566
23, 1003, 567
23, 1008, 566
23, 1008, 566
23, 1003, 566
23, 1003, 566
24, 1781, 1217
24, 1809, 1229
24, 1807, 1237
24, 1808, 1247
24, 1793, 1218
24, 1801, 1224
24, 1823, 1247
24, 1833, 1254
24, 1819, 1256
24, 1809, 1231
25, 3316, 2563
25, 3294, 2506
25, 3206, 2499
25, 3202, 2497
25, 3221, 2517
25, 3202, 2498
25, 3202, 2497
25, 3206, 2502
25, 3202, 2497
25, 3201, 2497
26, 6119, 5233
26, 6106, 5221
26, 6117, 5222
26, 6133, 5248
26, 6132, 5240
26, 6123, 5229
26, 6123, 5231
26, 6109, 5223
26, 6112, 5227
26, 6109, 5223
27, 11965, 10860
27, 12006, 10905
27, 12002, 10900
27, 12178, 11078
27, 12012, 10912
27, 12081, 10978
27, 12059, 10955
27, 12046, 10938
27, 12063, 10958
27, 12003, 10897
28, 24408, 23038
28, 27544, 26109
28, 25341, 23665
28, 24116, 22756
28, 24002, 22643
28, 24258, 22900
28, 24054, 22694
28, 24034, 22677
28, 24152, 22742
28, 23982, 22622
29, 51558, 49585
29, 49371, 47639
29, 48750, 47086
29, 48726, 47061
29, 48752, 47078
29, 48784, 47106
29, 48963, 47296
29, 49505, 47762
29, 48754, 47089
29, 48723, 47055
30, 99629, 97309
30, 99904, 97877
30, 101175, 99137
30, 100709, 98627
30, 99886, 97850
30, 99959, 97879
30, 100095, 98061
30, 99936, 97897
30, 102350, 100302
30, 101055, 99014
