30, 43922, 42285
30, 44182, 42588
30, 44785, 43177
30, 44454, 42857
30, 44459, 42850
30, 30123, 28514
30, 31462, 29855
30, 30961, 29368
30, 29916, 28317
30, 30176, 28570
30, 23003, 21398
30, 23931, 22328
30, 23893, 22288
30, 24308, 22702
30, 23896, 22306
30, 19451, 17859
30, 19624, 18030
30, 20033, 18445
30, 20082, 18477
30, 20747, 19162
30, 17083, 15499
30, 16990, 15392
30, 17447, 15841
30, 17496, 15899
30, 17491, 15893
30, 15239, 13647
30, 15237, 13636
30, 15256, 13652
30, 14859, 13257
30, 14963, 13358
30, 13529, 11924
30, 13543, 11939
30, 13539, 11934
30, 13534, 11928
30, 13544, 11940
30, 12204, 10613
30, 12216, 10619
30, 12210, 10611
30, 12195, 10603
30, 12211, 10610
30, 11328, 9706
30, 11325, 9722
30, 11476, 9870
30, 11466, 9870
30, 11474, 9864
30, 10583, 8975
30, 10930, 9335
30, 10572, 8970
30, 10625, 8972
30, 10571, 8978
30, 9823, 8226
30, 9825, 8225
30, 9834, 8224
30, 9836, 8229
30, 9849, 8224
30, 9197, 7596
30, 9183, 7596
30, 9188, 7594
30, 9188, 7592
30, 9195, 7601
30, 8647, 7051
30, 8647, 7050
30, 8661, 7051
30, 8644, 7050
30, 8645, 7050
30, 8233, 6648
30, 8240, 6649
30, 8241, 6648
30, 8252, 6667
30, 8260, 6667
30, 7770, 6177
30, 7772, 6177
30, 7762, 6177
30, 7773, 6177
30, 7790, 6195
30, 7396, 5810
30, 7412, 5811
30, 7409, 5809
30, 7405, 5810
30, 7411, 5810
30, 7100, 5497
30, 7400, 5800
30, 7088, 5484
30, 7101, 5498
30, 7081, 5484
30, 6860, 5263
30, 6783, 5196
30, 6780, 5205
30, 6774, 5198
30, 6802, 5216
30, 6521, 4944
30, 6520, 4946
30, 6521, 4948
30, 6533, 4946
30, 6527, 4945
30, 6280, 4712
30, 6296, 4705
30, 6307, 4721
30, 6301, 4710
30, 6298, 4706
30, 6078, 4494
30, 6088, 4495
30, 6088, 4497
30, 6088, 4495
30, 6090, 4496
30, 5884, 4300
30, 5902, 4302
30, 5887, 4311
30, 5876, 4301
30, 5877, 4301
30, 5703, 4126
30, 5694, 4119
30, 5707, 4131
30, 5696, 4121
30, 5703, 4127
30, 5526, 3951
30, 5524, 3950
30, 5526, 3951
30, 5529, 3953
30, 5533, 3958
30, 5401, 3814
30, 5396, 3819
30, 5513, 3837
30, 5591, 3816
30, 5394, 3819
30, 5343, 3756
30, 5335, 3743
30, 5334, 3741
30, 5337, 3741
30, 5334, 3741
30, 5132, 3536
30, 5126, 3530
30, 5114, 3531
30, 5128, 3533
30, 5127, 3531
